,predicted,sentiment,text,textID
2343,neutral,negative, : nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,fc5de3287d
2346,neutral,positive, ahaha thats okay and thanks,ecfcc8230f
2348,neutral,positive," Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",5dfc83d141
2349,neutral,positive," I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!",7a7f7181c7
2351,neutral,negative,I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,5f58dc8b36
2353,neutral,negative,omfg. one of the worst days ever!,da62e66fac
2356,neutral,positive,_louise  bless ya... I know that feeling all too well!,2fe4f05a35
2357,neutral,negative,Working during graduation. What a shame.,aee0796720
2360,neutral,positive," ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do",360583f897
2361,neutral,positive,subway  im going to get subway....  love it! ate it often when i was in new zealand....,123704488c
2364,neutral,positive," or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",cbb9d08353
2365,neutral,positive,Watching snl because the love of my life is hosting,43cf42df19
2367,neutral,negative,Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,0f7696a955
2368,neutral,negative, poor tony  come play scrabble on facebook!,5213af0cf4
2371,neutral,positive,"I love these App things, it be hella awesome bro.",9a9fa3f033
2372,neutral,positive," Ah!  Gotcha.  Well, I`m curious to hear what you thought of Wolverine then. (if you actually went and saw it).",4bf04f6e67
2373,neutral,positive, I need to buy it for the iPhone. It`s such a good app. Only works on WI-FI though,989ba2d8e7
2375,neutral,negative,My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,e4ecd62689
2376,neutral,positive,Hello TwitterFon. I`m so glad you`re back,adb0fc398e
2377,neutral,positive, i think you should follow me. as i only have on follower. stalk me please,46ffb6bd0e
2379,neutral,positive,: Awesome. Tell me if its good. I might watch it,e0f831f552
2380,neutral,positive,"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",968910f054
2382,neutral,negative,Almost ready for new Beta.... until we found a showstopping bug   Please standby.,380c3d243a
2384,neutral,negative,"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",05198b8107
2385,neutral,negative,"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",3c4cd5a819
2386,neutral,negative,Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,d276268ebf
2388,neutral,negative,my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,e7a714bd8a
2390,neutral,negative, oh mann... Me likey that!! But sadly I`m not bein auctioned on #twpp tonight,f765bed159
2392,neutral,negative,Ugh. My feet feel like they`re going to fall off.,17029c297a
2394,neutral,negative, Hell yes. I`m too late.,d4753cae10
2395,neutral,negative, Perhaps they see it as the twitter version of pulling someone`s pigtails? Let me know if that works out for you.,601a57c65a
2397,neutral,positive," Hi Isla! I hope it does, too.",127260366f
2403,neutral,negative,Sticks and stones may break my bones...but words will hurt forever.,172b9d5155
2405,neutral,negative," Hey Kevin! Yeah, this one`s gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",6bdaadbc09
2406,neutral,negative,Oh no!!!!! It`s raining on our Sea World parade  http://yfrog.com/0wvnpj,949020a350
2408,neutral,positive, thanks for the answer  I had been wondering the whole week,63a1fa4db7
2409,neutral,negative,back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,8362ba6ae2
2410,neutral,positive, me too! i wish it would just say who has unfollowed,89d0e4972c
2412,neutral,positive,Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool & Classy baby! Shout out 2 'D' yeah mane!,e8641ec31d
2413,neutral,positive,_preet haha one of the many reasons I love you,a56416d946
2417,neutral,positive, a bit too early for me and wanting to have nice lunch too... have a good time,e52e2ecfc5
2418,negative,neutral, Is It The Bit Where Hollie Started Crying?,49c713c76d
2419,neutral,positive,"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn`t spin too much.",855545a974
2421,neutral,positive,Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha,dd3d4c2edd
2423,neutral,positive,  i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,788e29ae5c
2427,neutral,positive, Hahahahahahahaha hope so.. I hope you`ll like it,1981e74a66
2430,neutral,positive,is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,a375a16694
2432,neutral,positive,Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,75b9768faf
2433,neutral,positive,random night of fun  now im chillin at home.. happy mothers day!,4c973ec65f
2434,neutral,positive,  i agree with  come to canberra! we are the raddest!,f554f3fa53
2435,neutral,negative, Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,ae12877dcb
2437,neutral,positive, A rare treat b/c we`re rarely ap and at `em that early!  But we may make opening bell at the PDX Farmers Mkt a new goal.,a1b12787c2
2438,neutral,negative,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,8645287c66
2439,neutral,positive,"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",c8384a0df6
2442,neutral,negative,_Fur_Laxis It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.  Just horrible,94f0a2521c
2445,neutral,positive, as a proper journo I would have to agree with you 100%!,5664973d05
2446,neutral,positive,Just finished watching Star Trek in IMAX. . . Could`ve watched it all night. . . Live long and prosper,b1caa80c14
2447,neutral,negative, Yeah I`ve noticed  I miss Spender. But you were closer to him. How are you holding up?,5afa60036c
2448,neutral,positive,My mom just came home and she FINALLY got me a guitar strap! yay!,c0aee462ca
2451,neutral,positive," hahah, you own lab.hr  I own lab.ba, seems that we think in similar ways",54717dab38
2452,neutral,negative, this picture made me cry  lol http://www.twitpic.com/671w1,80db97bacc
2455,neutral,negative,It`s a bad start to the day when you`re sweating your butt off before 0930 at the range,03d9dd414b
2457,neutral,negative,What happened with her??? Why is she being so wierd all of a sudden???,de20a4f9ba
2459,neutral,negative,ano pa bang aasahan ko sa iyo? you never fail to FAIL me.,c2645bfd2f
2461,neutral,negative,**** I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,19693f5997
2462,neutral,negative," i think there`s something wrong with the video, it only loads the first 40-ish seconds",d1732ef2a9
2463,neutral,negative,"No phone call yett... Hrmm. Maybe a call from my end is in order?  I`ll wait a bit longer, Prom nights are often `spuratic` moments.",fcb934b1ea
2466,neutral,negative,"i`m sorry i`m neglecting you, twitter.",0e3f632892
2469,neutral,positive,is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,264871e342
2471,neutral,negative,How the **** do 2833 songs fill an iPod that is supposed to hold 4000?,cab95c99b8
2472,neutral,negative, I missed them at Red Rocks.  Sad couple of days.,d847cf8346
2475,neutral,positive,On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,bc9097ade0
2476,neutral,negative,there`s something about this area that makes my tonsils swell up everyday. i don`t get it..  i feel slightly miserable. #FF done 4 now!!,34ea29707a
2477,neutral,negative,Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,cd00966e36
2479,neutral,positive," I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",3db940a3d7
2480,neutral,positive,Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,9a2c6ae21c
2481,neutral,positive,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,fe584461ef
2482,neutral,negative,"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",f7c49f422f
2483,neutral,positive,Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,95dbb10a09
2484,neutral,positive, Catt i TOTALLY love your default picture! You seem like such a fun mom!,68e1b374ac
2487,neutral,negative, Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,7ea7deb09d
2492,neutral,negative,"Hernia is hurting way more than usual tonight, no way I`m able to go out!",454c890bb5
2496,neutral,positive,"thelma & louise, Good movie.",88ea8d1421
2499,neutral,negative, yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that **** was coughin all over that,70fba04997
2503,neutral,negative,"sorry  I misspelled twice already. Im notgiving you up, just have to run  ? http://blip.fm/~5jjxr",414734257e
2505,neutral,positive,Ok NOW I can hit the hay. Thank you,2b2f63eb2c
2507,neutral,negative," I talked to Kat, that is crappy",1efbccc936
2511,neutral,negative,_John Sounds like a terrific service. I`m sorry to hear about her mom.,a0450b3745
2512,negative,neutral,I am freezing,d3c0cd9fba
2513,neutral,positive," Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",70db92882c
2520,neutral,negative,Now I`m all sad because I`ll probably never see Fleetwood Mac.,c4df4b1e33
2521,neutral,positive, I`m glad you`re little Prissy is doing well. It`s obvious how much you love her w/the treatment she`s getting,1dbae05df7
2522,neutral,positive,"watching men n blk 2, wishin all the mums happy mother`s day",04d19a025b
2523,neutral,positive," Hi!good luck for the mtvawards, Im sure you`re going to win!I hope so!I Love your work! ha you speak spanish? take care",df566d4c87
2524,neutral,positive, The sweet Swiss Toblerone does his best to come soon and meet fabulous Rita in Chichester,25722484f8
2525,neutral,positive,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,94f554867c
2529,neutral,negative,"i had my chance and blew it, now i have to suffer the consequences..gnite tweeps",4e643cc041
2530,neutral,negative," Sorry Mike, was assuming it was music that was missing..I don`t know then.. a mystery..",55bfdcf9bf
2531,neutral,positive, hehe - about NZ being the most magical place on Earth.,564d996422
2532,neutral,negative,playing bejewled on facebook.. **** it i want a higherscore!,3a07e1cf57
2533,neutral,positive,"Hehe, wondered wtf star wars day was and why it was the top trending topic. Now I get it.  May the Fourth be with you, also.",29a6fac317
2534,neutral,negative,god i cant even catch public transport. swine flu is **** house,4c2cb5387a
2538,neutral,negative, hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,6dc1aa9db8
2541,neutral,positive, haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww,d50b0a5b94
2542,neutral,negative,Wow. That hurt way worse than i thought it would.,f99a3c423d
2544,neutral,negative, the AC tix are actually $20 but the show is sold out.  I`d have to get tix through stubhub and pay up to $70.,5b1260de70
2546,neutral,negative,3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,b1da216450
2549,neutral,positive,HEY GUYS IT`S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,0fb19285b2
2550,neutral,positive,bout to go to bed... pretty good day for a Monday.,b8e35a07a2
